'sample #','MLII','V1'
284,865,892
285,864,891
286,863,891
287,865,892
288,865,894
289,866,895
290,868,895
291,866,894
292,867,893
293,865,892
294,866,889
295,863,888
296,859,887
297,860,889
298,862,890
299,863,891
300,865,892
301,867,893
302,868,897
303,868,895
304,867,895
305,866,896
306,866,892
307,863,891
308,861,889
309,862,891
310,864,893
311,866,895
312,868,895
313,872,896
314,874,898
315,875,897
316,877,899
317,880,898
318,882,897
319,882,892
320,881,894
321,883,895
322,882,895
323,882,895
324,883,897
325,885,898
326,889,899
327,890,895
328,892,897
329,893,893
330,893,893
331,890,891
332,887,888
333,882,887
334,880,888
335,874,888
336,875,890
337,875,892
338,876,890
339,875,890
340,875,888
341,873,889
342,868,884
343,864,884
344,858,883
345,855,886
346,856,890
347,854,893
348,854,899
349,854,900
350,856,901
351,856,900
352,853,897
353,854,898
354,850,895
355,851,892
356,849,890
357,849,894
358,851,894
359,849,895
360,852,895
361,852,897
362,853,896
363,853,897
364,852,899
365,853,896
366,852,894
367,852,895
368,850,893
369,851,894
370,855,895
371,853,898
372,857,900
373,864,903
374,872,904
375,883,901
376,899,900
377,918,895
378,941,892
379,965,883
380,986,878
381,1003,873
382,1013,872
383,1005,871
384,987,869
385,962,865
386,938,864
387,909,863
388,879,864
389,846,866
390,814,873
391,792,887
392,782,904
393,785,925
394,792,943
395,799,955
396,805,957
397,807,945
398,813,933
399,817,919
400,820,906
401,823,901
402,826,899
403,828,896
404,829,895
405,829,894
406,831,894
407,829,894
408,831,896
409,833,898
410,832,900
411,833,898
412,833,897
413,831,895
414,828,895
415,828,891
416,827,891
417,827,892
418,826,892
419,828,895
420,827,894
421,827,892
422,828,896
423,832,894
424,829,894
425,828,893
426,827,893
427,825,891
428,824,892
429,822,892
430,823,893
431,822,895
432,824,894
433,823,898
434,823,896
435,824,895
436,823,896
437,822,896
438,819,891
439,818,889
440,817,889
441,816,889
442,815,890
443,813,894
444,815,893
445,818,896
446,818,895
447,818,893
448,816,891
449,815,891
450,813,888
451,810,886
452,806,885
453,807,885
454,805,884
455,805,887
456,807,885
457,807,890
458,809,892
459,809,890
460,809,890
461,808,887
462,804,884
463,804,886
464,805,885
465,803,886
466,803,887
467,801,886
468,804,889
469,804,890
470,806,891
471,806,890
472,809,888
473,809,887
474,808,883
475,807,884
476,808,882
477,808,884
478,808,883
479,811,884
480,812,885
481,816,887
482,815,888
483,820,888
484,822,889
485,827,885
486,827,882
487,829,877
488,831,879
489,834,878
490,839,880
491,841,883
492,849,882
493,852,883
494,858,885
495,863,885
496,867,883
497,868,882
498,871,882
499,871,882
500,870,882
501,871,882
502,874,883
503,875,885
504,877,890
505,877,891
506,878,894
507,878,893
508,878,891
509,876,892
510,873,890
511,871,887
512,869,890
513,868,887
514,870,889
515,869,890
516,869,892
517,870,892
518,870,895
519,869,892
520,866,892
521,866,893
522,863,890
523,863,891
524,862,887
525,861,889
526,861,891
527,861,892
528,862,894
529,864,893
530,865,897
531,863,895
532,864,894
533,861,891
534,859,892
535,857,892
536,858,891
537,855,888
538,855,889
539,857,891
540,857,893
541,857,896
542,858,894
543,856,895
544,859,894
545,860,892
546,859,889
547,859,889
548,856,888
549,855,887
550,853,886
551,853,888
552,857,888
553,858,891
554,856,889
555,859,889
556,858,891
557,858,890
558,857,888
559,856,889
560,856,888
561,856,887
562,855,887
563,853,890
564,856,889
565,857,890
566,859,892
567,860,892
568,860,890
569,858,891
570,861,890
571,860,886
572,859,886
573,861,887
574,862,889
575,866,889
576,867,892
577,872,896
578,875,897
579,877,898
580,878,894
581,878,894
582,874,892
583,875,889
584,874,888
585,873,889
586,876,887
587,877,891
588,880,891
589,880,891
590,884,893
591,884,892
592,880,889
593,873,886
594,870,887
595,866,885
596,862,882
597,859,882
598,859,883
599,861,885
600,864,883
601,862,885
602,861,885
603,857,883
604,855,884
605,851,887
606,850,889
607,846,891
608,845,890
609,843,894
610,843,895
611,844,894
612,843,895
613,844,895
614,843,897
615,845,895
616,845,894
617,843,892
618,840,891
619,841,890
620,841,888
621,838,888
622,838,887
623,842,892
624,838,895
625,845,894
626,842,896
627,846,897
628,848,898
629,844,896
630,843,893
631,845,894
632,845,894
633,845,896
634,845,898
635,846,899
636,850,900
637,858,901
638,871,903
639,885,899
640,903,898
641,926,889
642,951,883
643,976,877
644,995,871
645,1003,867
646,994,864
647,971,862
648,942,859
649,911,860
650,873,861
651,835,866
652,800,875
653,775,891
654,770,909
655,773,931
656,779,946
657,785,951
658,794,946
659,797,934
660,801,922
661,806,911
662,812,905
663,815,900
664,819,898
665,820,895
666,824,893
667,823,892
668,823,893
669,822,892
670,821,892
671,820,893
672,821,893
673,821,895
674,823,896
675,825,897
676,823,894
677,823,891
678,821,889
679,819,890
680,816,889
681,816,889
682,816,888
683,816,890
684,816,893
685,817,894
686,817,897
687,821,895
688,820,892
689,819,894
690,815,891
691,813,892
692,812,889
693,810,888
694,811,890
695,813,891
696,814,891
697,816,893
698,816,895
699,815,896
700,815,893
701,814,893
702,810,892
703,809,890
704,808,887
705,806,886
706,805,888
707,805,890
708,807,893
709,808,893
710,807,895
711,811,892
712,808,888
713,807,887
714,802,888
715,802,886
716,799,883
717,797,883
718,798,883
719,796,884
720,796,887
721,798,888
722,797,890
723,800,888
724,800,887
725,799,885
726,799,883
727,797,881
728,796,879
729,796,879
730,797,882
731,798,883
732,800,885
733,801,885
734,802,886
735,806,887
736,803,887
737,805,884
738,805,880
739,808,879
740,811,878
741,811,878
742,817,877
743,821,877
744,827,879
745,831,881
746,836,883
747,840,881
748,843,879
749,848,878
750,849,877
751,852,876
752,854,876
753,856,876
754,859,878
755,862,879
756,865,883
757,867,884
758,871,887
759,869,886
760,870,887
761,868,886
762,871,885
763,868,885
764,868,884
765,866,884
766,864,887
767,867,886
768,867,889
769,865,890
770,866,892
771,867,891
772,865,891
773,865,889
774,862,888
775,861,888
776,856,886
777,855,889
778,856,888
779,855,891
780,855,890
781,857,892
782,856,895
783,858,891
784,857,892
785,855,890
786,854,893
787,853,890
788,849,887
789,849,886
790,849,887
791,852,888
792,849,890
793,854,891
794,852,894
795,852,893
796,850,890
797,849,887
798,847,886
799,846,886
800,845,885
801,843,883
802,845,885
803,846,885
804,848,887
805,851,888
806,850,889
807,851,891
808,851,886
809,851,884
810,849,882
811,848,884
812,845,885
813,845,882
814,847,884
815,846,886
816,848,887
817,850,888
818,849,890
819,850,890
820,850,891
821,853,886
822,853,884
823,853,888
824,852,885
825,854,882
826,855,886
827,858,888
828,861,891
829,864,892
830,868,895
831,870,896
832,869,893
833,871,893
834,870,892
835,868,889
836,866,885
837,866,887
838,868,885
839,870,888
840,873,885
841,874,888
842,875,888
843,877,888
844,871,887
845,866,883
846,861,883
847,858,882
848,856,881
849,855,878
850,858,879
851,856,880
852,856,880
853,855,884
854,850,886
855,847,886
856,845,888
857,843,891
858,840,890
859,839,892
860,834,890
861,832,888
862,835,889
863,833,888
864,835,888
865,837,889
866,841,893
867,841,894
868,840,891
869,839,890
870,838,890
871,837,888
872,833,885
873,834,884
874,835,887
875,837,889
876,837,891
877,841,892
878,843,895
879,844,897
880,844,894
881,842,896
882,843,894
883,844,894
884,849,893
885,856,891
886,872,893
887,890,888
888,913,888
889,941,885
890,967,882
891,988,877
892,1001,870
893,1000,868
894,984,863
895,960,859
896,929,855
897,901,853
898,871,854
899,838,860
900,806,868
901,786,883
902,779,899
903,780,923
904,783,941
905,789,952
906,791,949
907,796,941
908,795,928
909,799,913
910,801,901
911,807,897
912,811,895
913,817,896
914,821,896
915,821,893
916,822,892
917,822,892
918,821,889
919,819,888
920,816,887
921,816,887
922,814,885
923,815,888
924,820,889
925,822,890
926,821,892
927,824,890
928,823,892
929,822,888
930,820,887
931,819,884
932,818,880
933,816,882
934,816,882
935,818,881
936,818,885
937,818,888
938,818,889
939,818,889
940,817,889
941,814,887
942,815,885
943,811,885
944,811,881
945,810,881
946,811,882
947,811,883
948,812,887
949,810,888
950,811,886
951,815,886
952,813,886
953,812,885
954,809,883
955,807,881
956,806,883
957,804,881
958,805,884
959,801,882
960,803,884
961,805,887
962,805,887
963,805,886
964,804,886
965,804,883
966,802,878
967,802,878
968,800,876
969,798,877
970,797,875
971,797,881
972,795,881
973,796,880
974,797,880
975,798,881
976,799,880
977,798,880
978,795,880
979,795,879
980,794,875
981,795,874
982,794,876
983,796,877
984,800,879
985,801,881
986,802,883
987,806,881
988,807,881
989,806,880
990,808,877
991,808,878
992,808,876
993,810,875
994,809,873
995,813,874
996,818,877
997,825,876
998,827,878
999,839,875
1000,843,874
